Timestamp,Text,ID
2020-11-02 22:45:43,b"@Switt62 @RaymondArroyo I do not support abortion_ that's why I'm voting Joe Biden. #Biden2020",1323395893769375745
2020-11-02 22:45:00,b"@bruce_haigh @vogrady2132 Maybe ppl should look at policy instead of just hating #trump. How much did Hunter's firm get (anywhere) and for what? How did #outsiders #china #auspol #USElections2020 #biden #BidenHarris2020 #HarrisBiden #Biden2020 #uncertainlemmings https://t.co/3M0nETk23G",1323395713636605952
2020-11-02 22:44:41,b'@RaymondArroyo YOU REALLY THINK ABORTION IS GONNA DISSAPEAR IF TRUMP GETS ELECTED AGAIN???? I DO NOT THINK SO. TRUMP IS USING YOU_ RAYMOND. #Biden2020',1323395634943025152
2020-11-02 22:44:34,b'@spellboundbyu @RachelAdams1994 Joe Biden Raped Tara Reade \nWatch interview \n\n https://t.co/qA3tbqcmW8\n\n#JoeBiden #BidenHarris #TonyBobulinski #Biden2020 #VOTE #ElectionDay #ElectionEve #ElectoralCollege',1323395606090567682
2020-11-02 22:44:19,b'@seductionshady @RachelAdams1994 Joe Biden Raped Tara Reade \nWatch interview \n\n https://t.co/qA3tbqcmW8\n\n#JoeBiden #BidenHarris #TonyBobulinski #Biden2020 #VOTE #ElectionDay #ElectionEve #ElectoralCollege',1323395543670968320
2020-11-02 22:44:17,b'@realDonaldTrump You are going to die on that sword arent you? Thats why I voted for Joe_ he is intelligent.\n#220KDeadAmericans \n#Biden2020',1323395534976004096
2020-11-02 22:44:06,b'#BermasBrigade #Biden2020 #Biden\nThe Truth About Joe Biden with @JasonBermas \nhttps://t.co/FcucNDka6W',1323395486611484673
2020-11-02 22:42:01,b'@RepsForBiden Geezo  never have we really bothered about  politics as no matter what leader you had we would always be great allies but seriously this is a whole new level and with UK #BrexitShambles &amp; Trump recipe for disaster #Biden2020 ',1323394962021638144
2020-11-02 22:41:22,b'If trump wins tomorrow Ill get make America great again tattooed on me #biden2020',1323394799379107846
2020-11-02 22:39:46,b"@IvankaTrump @realDonaldTrump Girl you know damn WELL you wanna vote for biden. your only saying ' vote trump ' because your his child and hes your dad. sweetheart come on luvvv . #Biden2020 just speaking facts :) &lt;3",1323394395899629569
2020-11-02 22:35:59,b'Trump and his reelection campaign are signaling they will pursue an aggressive legal strategy to try to prevent Pennsylvania from counting mailed ballots that are received in the three days after the election.\n@JoeBiden makes late play for Ohio.\n#Biden2020\nhttps://t.co/D6XACpjMzo',1323393447173128193
2020-11-02 22:35:49,b'@Eminem Fuck yeah. I voted for Biden  Thanks Em for using your platform in a useful way like this. VOTE BLUE!  #Biden2020 #BlueWave #Eminem',1323393402646376448
2020-11-02 22:34:55,b'Never a truer word spoken \n\nGaga isnt just telling people they should vote for thw good of her own health. She REALLY cares  #Biden #Vote #Biden2020 https://t.co/p2wTjhwAAu https://t.co/HDRJgc1euN',1323393176158277632
2020-11-02 22:34:13,b'@DineshDSouza Hunter slays and has nothing to be ashamed of.\n\nThese pictures are private and should not have been shared. There is no political reason for this except to embarrass and humiliate Hunter. This will sway no votes.\n\nAlso:\nHunter is not running for POTUS.\nJoe Biden is.\n#Biden2020',1323393002002415623
2020-11-02 22:32:20,b'There is so much fucken hate in the world &amp; it makes me sick. Having trump as our president really showed peoples true colors. Hope he loses tomorrow. #BLM #Biden2020',1323392525533696002
2020-11-02 22:32:01,b'11/3/2020- The Finish Line #PresidentialRace #2020Race #2020Election #Decision2020 #Trump #Biden #DonaldTrump #JoeBiden #Trump2020 #Biden2020 https://t.co/vi282BMN07 https://t.co/gKiNsm43j4',1323392447813193736
2020-11-02 22:31:48,b'Lets all hope this 4 year episode of the apprentice is almost over. Donald Trump is running his campaign like he isnt the current sitting president. This is Trumps country right now you cant blame anyone else for its current state #trump2020 #biden2020  #ElectionDay  https://t.co/uzGKW5vBDv',1323392394545475584
2020-11-02 22:29:44,b'If joe bidden adds dental implants plan to Obama care all the red states with no teeth will flip to blue #Biden2020 #2020Election #BidenHarris #VOTE #voted #AmericasGreatestMistake #',1323391870597271553
2020-11-02 22:28:53,b"Call me sensitive idc but i'm fucking crying you guys can't let trump win i am not going to have my rights striped away . Please vote for biden . I am scared for my future if trump wins. \n\n#Election2020 #ElectionDay #BidenHarris2020 #Biden #biden2020\n#Trump #MAGA #VOTEBLUE #VOTE",1323391657304301579
2020-11-02 22:26:41,b'Yup!!! Joe Biden will take away your pets_ make you sleep on the floor_ make you eat your spinach_ Blahblahblah...... #Biden2020 https://t.co/8H4dSq9pvS',1323391104931176451
2020-11-02 22:25:18,b"@GOP @FLOTUS Americans are DONE with Trump's LIES_ CHAOS &amp; RECKLESSNESS! \n#WearAMask #WearADamnMask #Biden2020 https://t.co/4I2I0jq6V5",1323390757630316549
2020-11-02 22:25:17,b'You all had better voted! Theres more non-voters than there are trump cultists! \n\nSo if you dont vote youre saying youre fine with trump by default! \n\nDont get complacent! Dont tell yourself theres no way Biden loses. He only wins if people follow through! #Biden2020 https://t.co/RfSfQQiaIR',1323390753922408448
2020-11-02 22:25:16,b'Someone on my Facebook said that if Im not voting for Trump to go ahead and delete them. I said alright_ Bi-den! #Biden2020',1323390747752779776
2020-11-02 22:22:00,b'@ReelMarvinT @realDonaldTrump @realDonaldTrump s not a #Republican. Its time to vote #CountryOverParty #AmericaOrTrump ! #biden2020. Come on! #MAGA by firing #TrumpCollapse ! Republicans &amp; Democrats are welcome by Joe Biden.',1323389924431843328
2020-11-02 22:21:37,b'This land is gong to get uglier after the election. \nIf/when Biden wins_ Trump supports will go on a rampage.\n\nLord be with us. \n\n#Biden2020',1323389828101124098
2020-11-02 22:20:28,b'@GOP @FLOTUS Okay_ sure? Then we MUST vote for #BidenForPresident because Trump is trying to kill us ALL trying to fire Dr. Fauci &amp; NOT listening to experts or enforcing MASKS. #TrumpDeathToll230K #VoteTrumpOut #Biden2020 https://t.co/Z0UTm4Ol3h',1323389540682342400
2020-11-02 22:19:20,b'What #Trump2020  vs. #Biden2020 Means To Investors\n\n#2020Elections #CRE #RE #CommercialRealEstate #RealEstate Todd Nathanson Stuart Steinberg @GPOffsay @asherpergament @theBrokerList Robin Reimold Luke Bertino @CCIMLA https://t.co/laDFYO46iG',1323389256405045248
2020-11-02 22:17:51,b'God i fucking hate it here . Please vote trump out of office . As an LGBTQ+ teenage girl growing up in america_ i am scared for my future and rights . Trump is trying to take away my basic right to marry the gender i love . \n\n#Election2020\n#ElectionDay\n#voteblue\n#biden\n#biden2020 https://t.co/hk7mO6xde6',1323388881971105797
2020-11-02 22:17:38,b'no nut november? sorry i only know no trump november... \n\n#VOTE #VoteHimOut2020 #Biden2020 #Election2020',1323388826581049344
2020-11-02 22:16:25,b'Please let it be Joe ....  __Im Here To Remind You That Trump Can Still Win https://t.co/1Tq5KbSrf5 #USElections2020 #VoteBlueToEndTheNightmare #VoteBidenHarrisToSaveAmerica #Biden2020 #BidenHarris2020 #DumpTrump #BlueTsunami2020',1323388519839129602
2020-11-02 22:15:55,b'Trump will deplete Social Security by 2023! Vote Joe Biden!#BlueWave #CountryOverParty #BidenHarrisToSaveAmerica #Election2020 #AmericaOrTrump \n#Biden #2020Election #Biden2020 #BattlegroundState #BidenHarris #',1323388395259875331
2020-11-02 22:12:02,b'Final day to vote early send Trump a message_ vote for Joe Biden!#earlyvote #Biden2020 https://t.co/s80mxQ8cyS',1323387416569401345
2020-11-02 22:12:01,b'#Biden2020 Considering the threat of violence to Trump supporters_ I would venture a guess that many of the Biden lawn signs we see are there to try to keep away the mobs_ not because they support Biden. Just as BLM signs were. https://t.co/Pwzn9EpHSN',1323387412706283520
2020-11-02 22:11:55,b'racist trump supporters smh #biden #Biden2020 https://t.co/5LyPsMTjXU',1323387387263782912
2020-11-02 22:11:47,b'This is why we are voting #JoeBiden #Biden2020 #BidenHarris2020 #Kamala #Biden #Elecciones2020 #BlueWave https://t.co/7DrgqC6Lvv',1323387355999297536
2020-11-02 22:11:36,b'For all the little Trump bots following me so they can reply to my tweets with nonsense_ Im just blocking you. So keep it up  we can do this allllll day.  #BidenHarris2020 #BidenHarris #Biden #Biden2020 #FuckTrump',1323387308905652224
2020-11-02 22:11:28,b'Biden better win tomorrow so those immature Trump fan girl br@ts can shut the f*ck up for once\n#Biden2020 #Kamala2020 #COVID19 #TrumpIsARacist #FuckTrump',1323387275326095360
2020-11-02 22:11:07,b'Go vote for Biden! Every vote counts!! We cant let trump ruin another 4 years!! #fuckdonladtrump #biden2020 #BidenHarris2020ToSaveAmerica',1323387188097286144
2020-11-02 22:09:51,b'The futures presidents \n\nJoe Biden and Lady Gaga\n#Biden #Biden2020 https://t.co/1iPwp5qSWc',1323386869325930503
2020-11-02 22:06:28,b'#BidenHarris2020 #biden2020\n\nPlease stay home tomorrow everyone if you are not going to be voting . News outlets have covered that the trump supporters have planned to harrass POC and lgbtq folk if trump loses . God our world is basically going to shambles . https://t.co/EgkaQawDM2',1323386017186041864
2020-11-02 22:06:01,b'Heavily armed Trump supporters buying tons of ammo_ these idiots forget that the other side has two big ass gangs right?  yall aint ready  pew pew #Biden2020',1323385902585073665
2020-11-02 22:05:44,b'Dear America. \nWere riding with Biden not slumping with Trump\nPlease get out and vote coz we dont need the chump\nIf you want the world happy_ and not with the hump\nVote strong for the Biden and ditch orange lump\n\n#BidenHarrisToSaveAmerica #Biden2020 #BlueWave #America',1323385830929534979
2020-11-02 22:05:12,b'BIDEN WAS THE VP. #biden2020 #trump2020 #draintgeswamp #maga #benghaziaintgoinganywhere #HillaryClinton #Benghazi  #BarackObama  #fyp #share https://t.co/1bTn3BTPJ0',1323385699924627456
2020-11-02 22:04:22,b'Remember when Obama ran and we all had "hope". Well I don\'t have hope anymore_ all that\'s left is fear. I fear to watch 4 more years of Trump dividing our country. I\'m voting @JoeBiden so we can start to heal. "A house divided cannot stand"  \n#RidinWithBiden #Biden2020',1323385490880438273
2020-11-02 22:02:45,b'Can someone tell Joe Biden to stop jogging across the stage! Hes making me anxious AF!  #BidenHarris2020 #Biden2020 #biden #joebiden #VoteBlueToEndTheNightmare #VOTE #',1323385082019762177
2020-11-02 22:01:44,b'Beyonc says_ "Come thru_ Texas! #VOTE" Do it for Queen B.  Vote for Joe Biden and Kamala Harris! #BidenHarris #Biden2020 #BidenHarrisLandslide2020 #VoteBlueToSaveAmerica #TurnTexasBlue #BlueTexas #TXdecides https://t.co/Bg96pG2ikA',1323384827454885890
2020-11-02 22:00:20,b"@tacotuesday64 @_AyaHijazi_ Reason #253_867 why Trump is going to lose_ and you'll be marginalized for the next decade.  #Biden2020",1323384472545464327
2020-11-02 22:00:08,b'Smoke em if you got em till this election is over and Joe is our president. #stonergirl #Biden2020 #BidenHarris #VoteBlueToEndTheNightmare #MedicalMarijuana #420 https://t.co/WtjQHph1Vz',1323384421865705475
2020-11-02 21:59:05,b'@Beyonce says_ "Come thru_ Texas! #VOTE" Do it for Queen B.  Vote for Joe Biden and Kamala Harris! #BidenHarris #Biden2020 #BidenHarrisLandslide2020 #VoteBlueToSaveAmerica #TurnTexasBlue #BlueTexas #TXDecides https://t.co/GgoUpTb4T0',1323384160313085953
2020-11-02 21:58:27,b'Vote for Biden and Ill send you my nudes for free \n\n#VOTE #BidenHarris #GOVOTE #Biden2020 #VoteEarly #Elecciones2020',1323383999675338752
2020-11-02 21:58:14,b'Great list! Thank you -- and thank you_ @MichelleObama !!\n\n#Vote \n#Biden \n#Biden2020 \n#BidenHarris \n#VoteBidenHarrisToSaveAmerica https://t.co/nRbAKFGUbt',1323383946260942855
2020-11-02 21:58:08,b'@pushforward40 @FixUSANow "Hunter Bidens laptop is front page news in almost every country around the world except in the USA_"  \n\n#American #Media YOU SHOULD BE ASHAMED:\n\n#BidenHarris2020 #BidenHarris #Biden2020 #BidenHarrisToSaveAmerica #Biden\n\nhttps://t.co/8YnFYMkWsh',1323383919908106241
2020-11-02 21:57:53,b'@str34mtv @nprpolice @PascoSheriff @newportrichey2 @StPeteCopWatch "Hunter Bidens laptop is front page news in almost every country around the world except in the USA_"  \n\n#American #Media YOU SHOULD BE ASHAMED:\n\n#BidenHarris2020 #BidenHarris #Biden2020 #BidenHarrisToSaveAmerica #Biden\n\nhttps://t.co/8YnFYMkWsh',1323383856083460096
